sub_genre,parent_genre
 minimal synth ,New age
 abstract idm ,New age
 italian occult psychedelia ,New age
 welsh choir ,New age
 belgian experimental ,New age
 men's choir ,New age
 glass ,New age
 irish experimental ,New age
 chill-out trance ,New age
 abstractro ,New age
 kinderchor ,New age
 italian industrial ,New age
 bulgarian experimental ,New age
 polish experimental ,New age
 dutch experimental ,New age
 field recording ,New age
 glitch beats ,New age
 portuguese experimental ,New age
 peruvian experimental ,New age
 christian relaxative ,New age
 ethereal gothic ,New age
 folkmusik ,World/Traditional
 modern bollywood ,World/Traditional
 filmi ,World/Traditional
 pop urbaine ,World/Traditional
 world ,World/Traditional
 world worship ,World/Traditional
 afroswing ,World/Traditional
 dancehall ,World/Traditional
 entehno ,World/Traditional
 sufi ,World/Traditional
 classic bollywood ,World/Traditional
 naija worship ,World/Traditional
 nouvelle chanson francaise ,World/Traditional
 modern reggae ,World/Traditional
 classic opm ,World/Traditional
 laiko ,World/Traditional
 uk dancehall ,World/Traditional
 south african pop dance ,World/Traditional
 chutney ,World/Traditional
 celtic ,World/Traditional
 manila sound ,World/Traditional
 azontobeats ,World/Traditional
 kwaito ,World/Traditional
 indian instrumental ,World/Traditional
 barnsagor ,World/Traditional
 south african gospel ,World/Traditional
 arab alternative ,World/Traditional
 canzone d'autore ,World/Traditional
 christian afrobeat ,World/Traditional
 israeli singer-songwriter ,World/Traditional
 brazilian reggae ,World/Traditional
 world fusion ,World/Traditional
 turkish instrumental ,World/Traditional
 russian chanson ,World/Traditional
 alte ,World/Traditional
 african gospel ,World/Traditional
 afrobeat ,World/Traditional
 swedish dancehall ,World/Traditional
 kirtan ,World/Traditional
 greek swing ,World/Traditional
 bouzouki ,World/Traditional
 mantra ,World/Traditional
 polca paraguaya ,World/Traditional
 italian alternative ,World/Traditional
 asakaa ,World/Traditional
 norwegian singer-songwriter ,World/Traditional
 nasheed ,World/Traditional
 bard ,World/Traditional
 zimdancehall ,World/Traditional
 canzone napoletana ,World/Traditional
 rumba congolaise ,World/Traditional
 barnemusikk ,World/Traditional
 native american traditional ,World/Traditional
 cruise ,World/Traditional
 ghazal ,World/Traditional
 ndombolo ,World/Traditional
 shanty ,World/Traditional
 new tribe ,World/Traditional
 gengetone ,World/Traditional
 french worship ,World/Traditional
 poezja spiewana ,World/Traditional
 canadian celtic ,World/Traditional
 enka ,World/Traditional
 narodna muzika ,World/Traditional
 candomble ,World/Traditional
 bhangra ,World/Traditional
 ghanaian alternative ,World/Traditional
 bongo flava ,World/Traditional
 folklore paraguayo ,World/Traditional
 boom bap brasileiro ,World/Traditional
 south african choral ,World/Traditional
 naat ,World/Traditional
 swahili gospel ,World/Traditional
 azonto ,World/Traditional
 ghanaian gospel ,World/Traditional
 waiata maori ,World/Traditional
 coco ,World/Traditional
 rabindra sangeet ,World/Traditional
 maskandi ,World/Traditional
 reggae maghreb ,World/Traditional
 congolese gospel ,World/Traditional
 norske viser ,World/Traditional
 dalarna indie ,World/Traditional
 gqom ,World/Traditional
 neo kyma ,World/Traditional
 ilahiler ,World/Traditional
 scottish singer-songwriter ,World/Traditional
 marathi traditional ,World/Traditional
 sevdah ,World/Traditional
 naija old school ,World/Traditional
 rosary ,World/Traditional
 sungura ,World/Traditional
 greek indie ,World/Traditional
 irish neo-traditional ,World/Traditional
 detskie pesni ,World/Traditional
 mbalax ,World/Traditional
 svensk progg ,World/Traditional
 griot ,World/Traditional
 persian alternative ,World/Traditional
 indie curitibano ,World/Traditional
 rap baiano ,World/Traditional
 musica portuguesa contemporanea ,World/Traditional
 soukous ,World/Traditional
 kolkata indie ,World/Traditional
 musica afroperuana ,World/Traditional
 musica lombarda ,World/Traditional
 afro psych ,World/Traditional
 bangladeshi indie ,World/Traditional
 afro-funk ,World/Traditional
 rap ivoire ,World/Traditional
 rebetiko ,World/Traditional
 zilizopendwa ,World/Traditional
 czsk reggae ,World/Traditional
 kenyan alternative ,World/Traditional
 zim gospel ,World/Traditional
 reggae tuga ,World/Traditional
 via ,World/Traditional
 musica mocambicana ,World/Traditional
 comptine africaine ,World/Traditional
 svensk lovsang ,World/Traditional
 celtic punk ,World/Traditional
 zim urban groove ,World/Traditional
 trinidadian reggae ,World/Traditional
 komedi ,World/Traditional
 tuareg guitar ,World/Traditional
 irish rebel song ,World/Traditional
 visor ,World/Traditional
 musiikkia lapsille ,World/Traditional
 kora ,World/Traditional
 hiplife ,World/Traditional
 native american flute ,World/Traditional
 musica indigena brasileira ,World/Traditional
 gnawa ,World/Traditional
 paidika tragoudia ,World/Traditional
 chinese traditional ,World/Traditional
 belo horizonte indie ,World/Traditional
 oud ,World/Traditional
 morna ,World/Traditional
 musique militaire ,World/Traditional
 dub brasileiro ,World/Traditional
 zouglou ,World/Traditional
 jig and reel ,World/Traditional
 ecuadorian indie ,World/Traditional
 trad quebecois ,World/Traditional
 musica eletronica brasileira ,World/Traditional
 punta ,World/Traditional
 reggae gaucho ,World/Traditional
 football ,World/Traditional
 musikkorps ,World/Traditional
 harp ,World/Traditional
 russian reggae ,World/Traditional
 celtic harp ,World/Traditional
 lebanese indie ,World/Traditional
 channel islands indie ,World/Traditional
 qawwali ,World/Traditional
 coupe-decale ,World/Traditional
 finnish new wave ,World/Traditional
 japanese traditional ,World/Traditional
 old school highlife ,World/Traditional
 norwegian americana ,World/Traditional
 hungarian punk ,World/Traditional
 chimurenga ,World/Traditional
 fremantle indie ,World/Traditional
 musica valenciana ,World/Traditional
 gumbe ,World/Traditional
 south african alternative ,World/Traditional
 native american spiritual ,World/Traditional
 polyphonies corses ,World/Traditional
 african reggae ,World/Traditional
 tamazight ,World/Traditional
 juju ,World/Traditional
 irish pub song ,World/Traditional
 french oi ,World/Traditional
 rap malien ,World/Traditional
 semba ,World/Traditional
 wassoulou ,World/Traditional
 finnish indie ,World/Traditional
 makossa ,World/Traditional
 kritika ,World/Traditional
 musica indigena mexicana ,World/Traditional
 xhosa ,World/Traditional
 musique mauritanienne ,World/Traditional
 musique nigerienne ,World/Traditional
 marrabenta ,World/Traditional
 igbo traditional ,World/Traditional
 mexican traditional ,World/Traditional
 swedish punk ,World/Traditional
 musica cabo-verdiana ,World/Traditional
 fuji ,World/Traditional
 uilleann pipes ,World/Traditional
 igbo worship ,World/Traditional
 highlife ,World/Traditional
 chaabi algerien ,World/Traditional
 powwow ,World/Traditional
 sega ,World/Traditional
 ngoni ,World/Traditional
 polyphony ,World/Traditional
 balafon ,World/Traditional
 russian choir ,World/Traditional
 native american contemporary ,World/Traditional
 musique mandingue ,World/Traditional
 chennai indie ,World/Traditional
 irish dance ,World/Traditional
 sundanese traditional ,World/Traditional
 irish banjo ,World/Traditional
 anthem ,World/Traditional
 folclore portugues ,World/Traditional
 borneo traditional ,World/Traditional
 lesotho traditional ,World/Traditional
 duduk ,World/Traditional
 musica pernambucana ,World/Traditional
 mevlevi sufi ,World/Traditional
 persian traditional ,World/Traditional
 trikiti ,World/Traditional
 veena ,World/Traditional
 throat singing ,World/Traditional
 syro-aramaic chant ,World/Traditional
 finnish reggae ,World/Traditional
 benga ,World/Traditional
 batswana traditional ,World/Traditional
 maracatu ,World/Traditional
 afro-cuban traditional ,World/Traditional
 persian neo-traditional ,World/Traditional
 musica paranaense ,World/Traditional
 maloya ,World/Traditional
 palestinian traditional ,World/Traditional
 sufi chant ,World/Traditional
 israeli traditional ,World/Traditional
 bagpipe marching band ,World/Traditional
 azeri traditional ,World/Traditional
 pinoy traditional ,World/Traditional
 scottish fiddle ,World/Traditional
 folk siciliana ,World/Traditional
 navajo ,World/Traditional
 mbira ,World/Traditional
 nisiotika ,World/Traditional
 nyckelharpa ,World/Traditional
 musiikkia lapista ,World/Traditional
 classic afrobeat ,World/Traditional
 russian romance ,World/Traditional
 indie paraense ,World/Traditional
 balalaika ,World/Traditional
 arizona punk ,World/Traditional
 bagpipe ,World/Traditional
 nyahbinghi ,World/Traditional
 gaita ,World/Traditional
 sami ,World/Traditional
 tamburica ,World/Traditional
 musica brasiliense ,World/Traditional
 tibetan traditional ,World/Traditional
 concertina ,World/Traditional
 brasilia indie ,World/Traditional
 klezmer ,World/Traditional
 icelandic traditional ,World/Traditional
 malaysian traditional ,World/Traditional
 bangla ,World/Traditional
 senegalese traditional ,World/Traditional
 musica blumenauense ,World/Traditional
 santur ,World/Traditional
 didgeridoo ,World/Traditional
 hammered dulcimer ,World/Traditional
 sindhi ,World/Traditional
 bikutsi ,World/Traditional
 scottish americana ,World/Traditional
 irish accordion ,World/Traditional
 balinese traditional ,World/Traditional
 bahai ,World/Traditional
 musica prehispanica ,World/Traditional
 polynesian traditional ,World/Traditional
 african percussion ,World/Traditional
 nubian traditional ,World/Traditional
 american oi ,World/Traditional
 musica campineira ,World/Traditional
 musica folk asturiana ,World/Traditional
 isle of man indie ,World/Traditional
 trekkspill ,World/Traditional
 oulu indie ,World/Traditional
 musique soninke ,World/Traditional
 salzburg indie ,World/Traditional
 tar ,World/Traditional
 swedish fiddle ,World/Traditional
 greek clarinet ,World/Traditional
 yoik ,World/Traditional
 indonesian bamboo ,World/Traditional
 irish fiddle ,World/Traditional
 galway indie ,World/Traditional
 canadian indigenous ,World/Traditional
 kantele ,World/Traditional
 musique peule ,World/Traditional
 irish flute ,World/Traditional
 ryukoka ,World/Traditional
 afro dancehall ,World/Traditional
 thai traditional ,World/Traditional
 scottish smallpipe ,World/Traditional
 musica piemonteisa ,World/Traditional
 irish ballad ,World/Traditional
 deep downtempo fusion ,World/Traditional
 afghan traditional ,World/Traditional
 min'yo ,World/Traditional
 antilliaanse folklore ,World/Traditional
 djembe ,World/Traditional
 trondheim indie ,World/Traditional
 middle eastern traditional ,World/Traditional
 musique traditionnelle comorienne ,World/Traditional
 gypsy ,World/Traditional
 musique traditionnelle congolaise ,World/Traditional
 hardingfele ,World/Traditional
 harmonikka ,World/Traditional
 sean-nos singing ,World/Traditional
 folklore quebecois ,World/Traditional
 police band ,World/Traditional
 alphorn ,World/Traditional
 egyptian traditional ,World/Traditional
 haitian traditional ,World/Traditional
 moroccan traditional ,World/Traditional
 suomisaundi ,World/Traditional
 ceilidh ,World/Traditional
 pibroch ,World/Traditional
 vietnamese traditional ,World/Traditional
 tanzanian traditional ,World/Traditional
 ethiopian traditional ,World/Traditional
 malian traditional ,World/Traditional
 traditional irish singing ,World/Traditional
 korean traditional ,World/Traditional
 kazakh traditional ,World/Traditional
 kyrgyz traditional ,World/Traditional
 jaw harp ,World/Traditional
 tahitian traditional ,World/Traditional
 burmese traditional ,World/Traditional
 cantonese traditional ,World/Traditional
 papuan traditional ,World/Traditional
 cambodian traditional ,World/Traditional
 kaba gaida ,World/Traditional
 rwandan traditional ,World/Traditional
 tajik traditional ,World/Traditional
 lao traditional ,World/Traditional
 yemeni traditional ,World/Traditional
 uzbek traditional ,World/Traditional
 bothy ballad ,World/Traditional
 indonesian indigenous traditional ,World/Traditional
 ugandan traditional ,World/Traditional
 yunnan traditional ,World/Traditional
 moorish traditional ,World/Traditional
 bandura ,World/Traditional
 kenyan traditional ,World/Traditional
 swazi traditional ,World/Traditional
 inuit traditional ,World/Traditional
 burundian traditional ,World/Traditional
 ghanaian traditional ,World/Traditional
 hangpan ,World/Traditional
 burkinabe traditional ,World/Traditional
 musica caririense ,World/Traditional
 musique touareg ,World/Traditional
 musica mogiana ,World/Traditional
 trallalero ,World/Traditional
 botswana traditional ,World/Traditional
 bhojpuri folk ,Folk
